Index,Flow.ID,Source.IP,Source.Port,Destination.IP,Destination.Port,Protocol,Timestamp,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Fwd.Packet.Length.Max,Fwd.Packet.Length.Min,Fwd.Packet.Length.Mean,Fwd.Packet.Length.Std,Bwd.Packet.Length.Max,Bwd.Packet.Length.Min,Bwd.Packet.Length.Mean,Bwd.Packet.Length.Std,Flow.Bytes.s,Flow.Packets.s,Flow.IAT.Mean,Flow.IAT.Std,Flow.IAT.Max,Flow.IAT.Min,Fwd.IAT.Total,Fwd.IAT.Mean,Fwd.IAT.Std,Fwd.IAT.Max,Fwd.IAT.Min,Bwd.IAT.Total,Bwd.IAT.Mean,Bwd.IAT.Std,Bwd.IAT.Max,Bwd.IAT.Min,Fwd.PSH.Flags,Bwd.PSH.Flags,Fwd.URG.Flags,Bwd.URG.Flags,Fwd.Header.Length,Bwd.Header.Length,Fwd.Packets.s,Bwd.Packets.s,Min.Packet.Length,Max.Packet.Length,Packet.Length.Mean,Packet.Length.Std,Packet.Length.Variance,FIN.Flag.Count,SYN.Flag.Count,RST.Flag.Count,PSH.Flag.Count,ACK.Flag.Count,URG.Flag.Count,CWE.Flag.Count,ECE.Flag.Count,Down.Up.Ratio,Average.Packet.Size,Avg.Fwd.Segment.Size,Avg.Bwd.Segment.Size,Fwd.Header.Length.1,Fwd.Avg.Bytes.Bulk,Fwd.Avg.Packets.Bulk,Fwd.Avg.Bulk.Rate,Bwd.Avg.Bytes.Bulk,Bwd.Avg.Packets.Bulk,Bwd.Avg.Bulk.Rate,Subflow.Fwd.Packets,Subflow.Fwd.Bytes,Subflow.Bwd.Packets,Subflow.Bwd.Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active.Mean,Active.Std,Active.Max,Active.Min,Idle.Mean,Idle.Std,Idle.Max,Idle.Min,Label,L7Protocol,ProtocolName
10,192.168.180.51-10.200.7.4-57740-3128-6,10.200.7.4,3128,192.168.180.51,57740,6,26/04/201711:11:17,205118,32,4,6494,3118.0,1460,6,202.9375,464.03531133017304,1460,51,779.5,735.079360794919,46860.83132635849,175.508731559395,5860.51428571428,23425.8490955051,103196.0,0,205118.0,6616.709677419361,24836.1800769141,103196.0,0.0,99727.0,33242.3333333333,55644.7503933061,97490.0,400.0,1,0,0,0,640,80,156.007761386129,19.5009701732661,6,1460,260.837837837838,514.477864414955,264687.472972973,0,1,0,0,1,0,0,0,0,268.08333333333303,202.9375,779.5,640,0,0,0,0,0,0,32,6494,4,3118,245,255,31,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
11,192.168.180.51-10.200.7.4-57740-3128-6,10.200.7.4,3128,192.168.180.51,57740,6,26/04/201711:11:17,3,5,0,9991,0.0,2920,6,1998.2,1267.83721352546,0,0,0.0,0.0,3330333333.33333,1666666.66666667,0.75,0.5,1.0,0,3.0,0.75,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,100,0,1666666.66666667,0.0,6,2920,1908.5,1155.07813588519,1334205.5,0,0,0,0,1,0,0,0,0,2290.2,1998.2,0.0,100,0,0,0,0,0,0,5,9991,0,0,353,-1,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
12,192.168.180.51-10.200.7.4-57740-3128-6,10.200.7.4,3128,192.168.180.51,57740,6,26/04/201711:11:17,131,3,0,5611,0.0,4145,6,1870.33333333333,2099.78816391876,0,0,0.0,0.0,42832061.068702295,22900.7633587786,65.5,91.2167747730646,130.0,1,131.0,65.5,91.2167747730646,130.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,22900.7633587786,0.0,6,4145,1767.75,1726.70213123167,2981500.25,0,0,0,0,1,0,0,0,0,2357.0,1870.33333333333,0.0,60,0,0,0,0,0,0,3,5611,0,0,353,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
13,192.168.180.51-10.200.7.4-57740-3128-6,10.200.7.4,3128,192.168.180.51,57740,6,26/04/201711:11:17,6,3,0,5611,0.0,4380,6,1870.33333333333,2257.27940967292,0,0,0.0,0.0,935166666.666667,500000.0,3.0,4.242640687119279,6.0,0,6.0,3.0,4.242640687119279,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,500000.0,0.0,6,4380,2497.75,2229.68164767978,4971480.25,0,0,0,0,1,0,0,0,0,3330.3333333333303,1870.33333333333,0.0,60,0,0,0,0,0,0,3,5611,0,0,353,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
14,172.19.1.45-10.200.7.6-50227-3128-6,10.200.7.6,3128,172.19.1.45,50227,6,26/04/201711:11:17,108338,123,0,192822,0.0,5840,0,1567.6585365853698,959.865229861048,0,0,0.0,0.0,1779818.71550149,1135.33570861563,888.016393442623,5028.1301537156205,53525.0,0,108338.0,888.016393442623,5028.1301537156205,53525.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2508,0,1135.33570861563,0.0,0,5840,1555.0161290322599,966.265832095043,933669.658274325,0,0,0,1,1,0,0,0,0,1567.6585365853698,1567.6585365853698,0.0,2508,0,0,0,0,0,0,123,192822,0,0,14600,-1,119,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
15,212.124.124.94-10.200.7.194-443-44447-6,212.124.124.94,443,10.200.7.194,44447,6,26/04/201711:11:17,202096,4,6,174,3130.0,137,0,43.5,63.7625804580294,1460,6,521.666666666667,695.523016633286,16348.6659805241,49.481434565750895,22455.1111111111,43251.0804675572,99333.0,1,202096.0,67365.3333333333,58342.7070021038,101685.0,1.0,102562.0,20512.4,43442.8943246188,98215.0,104.0,0,0,0,0,92,120,19.792573826300398,29.688860739450604,0,1460,300.36363636363603,554.882198800299,307894.254545455,0,0,0,1,1,0,0,0,1,330.4,43.5,521.666666666667,92,0,0,0,0,0,0,4,174,6,3130,14600,245,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,91,SSL
16,192.168.180.51-10.200.7.4-57741-3128-6,10.200.7.4,3128,192.168.180.51,57741,6,26/04/201711:11:17,202151,31,4,1861,3118.0,992,6,60.03225806451611,178.491920241219,1460,51,779.5,735.079360794919,24630.1032396575,173.13790186543702,5945.617647058821,23551.065703243,99331.0,0,202151.0,6738.3666666666695,25013.0975587113,99331.0,0.0,100509.0,33503.0,57050.4119792311,99377.0,106.0,1,0,0,0,620,80,153.350713080816,19.7871887846214,6,1460,139.388888888889,355.410207890848,126316.415873016,0,1,0,0,1,0,0,0,0,143.371428571429,60.03225806451611,779.5,620,0,0,0,0,0,0,31,1861,4,3118,245,255,30,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
17,192.168.180.51-10.200.7.4-57741-3128-6,10.200.7.4,3128,192.168.180.51,57741,6,26/04/201711:11:17,1,2,0,998,0.0,992,6,499.0,697.207286249936,0,0,0.0,0.0,998000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6,992,663.333333333333,569.267365420971,324065.333333333,0,1,0,0,1,0,0,0,0,995.0,499.0,0.0,40,0,0,0,0,0,0,2,998,0,0,353,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
18,192.168.180.51-10.200.7.4-57741-3128-6,10.200.7.4,3128,192.168.180.51,57741,6,26/04/201711:11:17,1,2,0,998,0.0,992,6,499.0,697.207286249936,0,0,0.0,0.0,998000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6,992,663.333333333333,569.267365420971,324065.333333333,0,1,0,0,1,0,0,0,0,995.0,499.0,0.0,40,0,0,0,0,0,0,2,998,0,0,353,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
19,172.217.30.13-10.200.7.217-443-41526-6,172.217.30.13,443,10.200.7.217,41526,6,26/04/201711:11:17,1,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,393,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,126,GOOGLE
20,172.217.30.13-10.200.7.217-443-41526-6,172.217.30.13,443,10.200.7.217,41526,6,26/04/201711:11:17,620,2,5,126,0.0,63,63,63.0,0.0,0,0,0.0,0.0,203225.806451613,11290.322580645201,103.333333333333,238.527706287271,590.0,0,0.0,0.0,0.0,0.0,0.0,30.0,7.5,8.54400374531753,19.0,1.0,1,0,0,0,64,184,3225.8064516128998,8064.516129032259,0,63,23.625,32.6055976789262,1063.125,0,1,0,0,1,0,0,0,2,27.0,63.0,0.0,64,0,0,0,0,0,0,2,126,5,0,393,992,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,126,GOOGLE
21,192.168.180.37-10.200.7.9-1978-3128-6,10.200.7.9,3128,192.168.180.37,1978,6,26/04/201711:11:17,229417,64,13,55282,2010.0,4344,0,863.78125,1099.83093172224,1448,0,154.615384615385,396.318167314583,249728.66003827102,335.63336631548697,3018.64473684211,14799.079798153201,95680.0,0,229411.0,3641.44444444444,16246.0802148601,95680.0,0.0,208179.0,17348.25,36562.3042145496,99437.0,110.0,1,0,0,0,2048,416,278.967992781703,56.6653735337835,0,4344,735.01282051282,1044.56676526981,1091119.72710623,0,1,0,0,1,0,0,0,0,744.5584415584419,863.78125,154.615384615385,2048,0,0,0,0,0,0,64,55282,13,2010,108,32648,38,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
22,192.168.180.37-10.200.7.9-1978-3128-6,10.200.7.9,3128,192.168.180.37,1978,6,26/04/201711:11:17,13,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,153846.153846154,13.0,0.0,13.0,13,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,153846.153846154,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,215,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
23,192.168.180.37-10.200.7.9-1978-3128-6,10.200.7.9,3128,192.168.180.37,1978,6,26/04/201711:11:17,94,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21276.5957446809,94.0,0.0,94.0,94,94.0,94.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,21276.5957446809,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,215,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
24,192.168.32.49-10.200.7.9-54500-3128-6,192.168.32.49,54500,10.200.7.9,3128,6,26/04/201711:11:17,10662,4,13,270,2802.0,258,0,67.5,127.03149215844101,924,0,215.538461538462,403.89450260033203,288126.055149128,1594.4475708122302,666.375,2129.60058461675,8609.0,0,10662.0,3554.0,5609.640719333101,10031.0,249.0,9811.0,817.583333333333,2459.8256944283103,8609.0,0.0,0,0,0,0,92,320,375.16413430875997,1219.2834365034698,0,924,170.666666666667,351.79004433627404,123756.23529411801,0,0,0,1,0,0,0,0,3,180.70588235294102,67.5,215.538461538462,92,0,0,0,0,0,0,4,270,13,2802,8192,108,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,126,GOOGLE
25,192.168.32.49-10.200.7.9-54500-3128-6,10.200.7.9,3128,192.168.32.49,54500,6,26/04/201711:11:17,100,2,0,12,0.0,6,6,6.0,0.0,0,0,0.0,0.0,120000.0,20000.0,100.0,0.0,100.0,100,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,20000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,108,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
26,10.200.7.196-65.55.44.54-52798-443-6,65.55.44.54,443,10.200.7.196,52798,6,26/04/201711:11:17,275970,8,8,7701,1184.0,1436,0,962.625,631.843094785858,709,0,148.0,252.536277450531,32195.5284994746,57.9773163749683,18398.0,36254.211558304305,91220.0,0,275970.0,39424.285714285696,49106.426014369696,97785.0,1.0,187671.0,26810.1428571429,43535.741846704,94419.0,0.0,0,0,0,0,256,280,28.988658187484102,28.988658187484102,0,1436,607.117647058824,643.49843457006,414090.23529411794,0,0,0,0,1,0,0,0,1,645.0625,962.625,148.0,256,0,0,0,0,0,0,8,7701,8,1184,516,364,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,91,SSL
27,192.168.72.43-10.200.7.7-55991-3128-6,192.168.72.43,55991,10.200.7.7,3128,6,26/04/201711:11:17,120170,7,0,940,0.0,461,0,134.285714285714,223.204475974919,0,0,0.0,0.0,7822.25180993592,58.2508113505867,20028.3333333333,48275.8912902358,118567.0,0,120170.0,20028.3333333333,48275.8912902358,118567.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,164,0,58.2508113505867,0.0,0,461,117.5,212.03099503879798,44957.1428571429,0,0,0,1,0,0,0,0,0,134.285714285714,134.285714285714,0.0,164,0,0,0,0,0,0,7,940,0,0,8192,-1,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
28,192.168.72.43-10.200.7.7-55989-3128-6,192.168.72.43,55989,10.200.7.7,3128,6,26/04/201711:11:17,169292,277,0,2360,0.0,439,0,8.51985559566787,36.822485489986,0,0,0.0,0.0,13940.410651418799,1636.22616544196,613.376811594203,1972.9747109945397,19860.0,0,169292.0,613.376811594203,1972.9747109945397,19860.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6068,0,1636.22616544196,0.0,0,439,8.48920863309353,36.759510551393106,1351.26161597798,0,0,0,1,0,0,0,0,0,8.51985559566787,8.51985559566787,0.0,6068,0,0,0,0,0,0,277,2360,0,0,8192,-1,249,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,131,HTTP_PROXY
29,192.168.180.51-10.200.7.4-57743-3128-6,192.168.180.51,57743,10.200.7.4,3128,6,26/04/201711:11:17,313980,7,41,3355,1989.0,1460,0,479.28571428571405,645.0968181303521,992,0,48.5121951219512,157.197188580334,17020.1923689407,152.875979361743,6680.42553191489,25237.595452148198,104280.0,0,209186.0,34864.3333333333,52661.8676032921,103106.0,86.0,313896.0,7847.4,27239.2763324936,104280.0,0.0,0,0,0,0,152,880,22.2944136569208,130.581565704822,0,1460,109.061224489796,309.805342659122,95979.35034013599,0,0,0,1,0,0,0,0,5,111.333333333333,479.28571428571405,48.5121951219512,152,0,0,0,0,0,0,7,3355,41,1989,8192,353,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,130,HTTP_CONNECT
30,192.168.180.51-10.200.7.4-57743-3128-6,10.200.7.4,3128,192.168.180.51,57743,6,26/04/201711:11:17,486,3,0,1004,0.0,992,6,334.66666666666697,569.267365420971,0,0,0.0,0.0,2065843.62139918,6172.83950617284,243.0,328.09754647055803,475.0,11,486.0,243.0,328.09754647055803,475.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,6172.83950617284,0.0,6,992,252.5,493.0,243049.0,0,0,0,0,1,1,0,0,0,336.66666666666697,334.66666666666697,0.0,60,0,0,0,0,0,0,3,1004,0,0,353,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
31,192.168.180.51-10.200.7.4-57743-3128-6,10.200.7.4,3128,192.168.180.51,57743,6,26/04/201711:11:17,1807,1,2,6,12.0,6,6,6.0,0.0,6,6,6.0,0.0,9961.261759822908,1660.21029330382,903.5,309.005663378521,1122.0,685,0.0,0.0,0.0,0.0,0.0,1122.0,1122.0,0.0,1122.0,1122.0,0,0,0,0,20,40,553.403431101273,1106.80686220255,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,353,252,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
32,192.168.180.51-10.200.7.4-57742-3128-6,192.168.180.51,57742,10.200.7.4,3128,6,26/04/201711:11:17,332779,5,42,1664,2028.0,1363,0,332.8,584.414835540646,992,0,48.28571428571429,155.275252958044,11094.4500704672,141.23487359478798,7234.32608695652,27092.1201738352,110127.0,0,222208.0,55552.0,63032.7181020566,111480.0,611.0,332684.0,8114.24390243903,28608.748200315,110127.0,0.0,0,0,0,0,112,900,15.024986552637,126.209887042151,0,1363,76.9166666666667,240.673508281764,57923.7375886525,0,0,0,1,0,0,0,0,8,78.55319148936171,332.8,48.28571428571429,112,0,0,0,0,0,0,5,1664,42,2028,8192,353,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
33,192.168.180.51-10.200.7.4-57742-3128-6,10.200.7.4,3128,192.168.180.51,57742,6,26/04/201711:11:17,1,2,0,998,0.0,992,6,499.0,697.207286249936,0,0,0.0,0.0,998000000.0,2000000.0,1.0,0.0,1.0,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6,992,663.333333333333,569.267365420971,324065.333333333,0,1,0,0,1,0,0,0,0,995.0,499.0,0.0,40,0,0,0,0,0,0,2,998,0,0,353,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,7,HTTP
